,CL3,CC1,SV1,M31Fcsw,M11Fcsw,M31Plmr,M11Plmr,F21Plmr,M31Tong,M11Tong,LMEpi24M,SLEpi20M,AQC1cm,AQC4cm,AQC7cm,NP2,NP3,NP5,TRRsed1,TRRsed2,TRRsed3,TS28,TS29,Even1,Even2,Even3
126508,3,2,3,1,4,2,3,3,38,6,10,6,55,233,52,6174,3209,2997,8,3,5,3,1,15,8,8
593222,0,0,0,0,0,0,0,0,2,0,0,0,10,2,5,31,449,75,28,190,674,2,0,5,0,0
279539,2,3,1,0,0,0,0,6,19,2,2,1,24,19,9,63,952,207,80,246,3460,9,2,35,0,2
103055,16,73,0,1,0,0,0,0,9,0,5,4,455,774,929,6,234,204,120,909,207,0,0,5,0,0
335051,0,2,0,0,1,0,0,0,3,0,0,1,11,17,22,1,780,387,17,106,17,0,0,1,1,0
310378,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1,12,54,6,22,508,508,1,0,6,0,0
312030,1,0,0,0,0,0,0,0,12,0,3,0,26,4,1,38,942,206,0,3,2,0,1,3,0,1
270409,1,1,1,2,0,0,5,1,32,7,4,0,154,31,11,507,18489,3135,5,10,4,2,2,13,6,4
96014,1,3,1,3,1,0,3,0,35,2,3,0,113,26,6,457,20279,3143,5,3,4,1,0,9,1,2
255044,0,0,0,0,0,0,0,1,2,1,1,0,1,4,1,115,58,115,5,538,468,1,0,3,0,0
216695,0,1,1,0,0,0,0,0,3,1,0,0,5,65,16,1690,14,44,2,10,0,1,0,2,0,1
98593,2,1,3,2,3,1,0,2,49,5,3,7,30,121,32,4955,2008,4475,165,454,167,4,2,9,1,5
313341,1,0,0,2,1,0,0,0,5,1,0,0,0,9,2,409,139,607,1,0,0,0,0,0,0,0
314090,1,0,2,1,0,0,1,0,11,0,2,0,20,5,1,47,2121,1145,242,833,88,0,0,2,0,3
333266,0,0,0,0,0,0,0,0,3,0,1,0,15,3,1,2,1690,51,26,158,85,0,1,1,0,0
532913,4,2,3,1,1,0,5,1,23,6,3,3,89,143,33,3879,8063,818,4,375,17,3,2,8,6,3
317708,0,0,0,1,1,0,1,1,27,1,2,3,13,24,3,623,964,2358,46,243,14,1,2,1,1,0
230216,0,2,0,1,0,0,0,1,6,2,2,3,7,19,2,608,105,411,15,160,12,0,0,1,1,2
565326,0,1,0,0,0,0,1,1,10,1,4,2,22,56,14,1577,1450,406,2,1,1,0,0,2,0,0
157301,98,33,74,22,8,857,498,452,11,1,7,53,7,40,19,1,589,27,1,3,3,1,1,2,1,0
327694,4,181,1,0,0,697,1079,274,8,3,1,111,1,1,1,1,1,12,0,4,1,0,0,1,1,1
571439,8,377,3,0,1,469,417,90,4,1,3,65,1,3,0,2,1,4,1,2,2,0,0,4,1,1
140933,13,1043,11,5,0,1181,1042,223,1,0,4,123,6,4,4,1,2,94,2,2,1,0,0,7,11,4
279231,9,346,1,2,0,421,387,81,3,1,7,53,3,2,3,0,3,37,0,1,3,0,0,3,1,4
89393,187,858,0,0,0,438,259,77,1,0,2,13,4,3,7,0,2,2,0,1,1,0,0,1,3,1
25543,301,547,1,0,0,1026,1032,252,1,1,0,12,2,9,5,1,23,5,1,14,1,0,0,3,1,0
117364,0,0,0,0,0,0,0,0,2,0,0,0,11,1,3,15,1243,39,2,10,24,0,0,1,1,0
101411,0,0,0,0,0,0,0,0,1,2,6,3,131,589,563,5,8,0,2,10,2,0,0,2,0,0
205808,0,0,1,0,2,0,0,0,4,3,6,10,930,1901,1845,11,5,1,0,2,3,1,4,6,1,0
309790,3,9,2,0,0,0,2,0,10,6,2,1,30,26,18,147,1634,191,325,1388,878,1,1,17,9,4
141872,5,5,1,5,3,1,0,0,15,14,59,115,3116,14409,13529,69,20,23,3,143,10,0,10,23,5,3
8098,1,6,2,0,1,0,1,0,3,2,20,68,1430,5526,5347,31,4,2,0,3,0,0,3,5,2,1
135917,0,0,0,0,0,0,1,0,0,0,2,6,138,762,1073,5,1,0,1,7,7,0,0,3,0,0
150338,0,0,0,1,1,0,0,0,0,2,7,3,289,1179,1080,5,1,1,0,2,2,0,0,4,0,1
548160,0,0,0,0,2,1,2,1,8,4,13,19,723,3656,2819,19,12,3,1,1,3,0,1,6,1,0
530612,2,4,1,1,1,0,2,7,5,7,4,6,277,601,481,10,27,68,267,13145,2109,6,7,14,1,2
94840,0,0,0,0,0,0,0,1,2,5,8,26,451,3673,3126,17,3,1,2,15,1,1,1,4,0,0
131019,0,0,1,1,0,0,0,0,2,2,2,40,466,889,1088,5,0,0,0,3,0,0,2,4,1,0
534688,0,0,0,0,1,1,0,0,7,5,30,63,1592,10148,9269,43,7,2,0,2,2,1,3,10,1,1
224998,1,0,0,0,0,0,0,0,0,2,10,10,342,2808,3046,14,4,1,2,9,3,0,2,3,1,0
525836,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,117,569,322,1,0,5,1,0
8057,0,1,2,0,0,0,0,0,2,0,4,6,42,498,409,11,13,28,15,38,19,0,0,0,0,0
286126,0,1,0,0,0,1,0,0,1,0,0,0,12,7,9,0,1281,3,0,2,0,1,0,0,0,0
305646,1,1,0,0,1,3,1,3,8,8,4,1,3,7,1,1,293,41,1230,3769,1132,6,0,22,3,13
510924,0,3,0,0,1,0,0,0,23,3,3,2,11,21,3,160,169,2286,8,64,25,0,0,0,0,1
18746,1,0,1,1,1,0,1,0,1,2,2,1,66,16,4,2,9578,64,4,16,8,0,0,0,1,0
135216,0,0,0,0,0,0,0,0,0,0,1,0,78,607,219,0,4,1,4,43,46,0,0,1,1,1
277633,1,3,1,1,1,0,2,1,122,15,2,3,27,54,24,643,733,9560,43,475,181,2,2,9,1,3
317335,2,0,1,1,0,0,2,2,4,3,6,0,3,8,9,22,25,237,106,6034,923,4,2,17,1,2
277645,0,0,1,2,1,0,0,1,2,1,3,3,6,14,3,3,27,42,505,8949,1289,5,2,8,4,3
589725,1,0,1,0,0,0,0,0,3,1,1,0,1,2,3,3,19,68,196,2181,362,1,0,3,0,3
311740,0,0,0,0,0,0,0,0,1,3,2,0,1,6,6,2,23,86,197,2396,1361,4,1,9,0,0
98216,46,136,1,0,0,0,0,0,2,0,3,6,89,467,528,4,86,87,1,19,67,1,2,3,0,1
419180,23,923,1,0,0,0,0,0,0,0,0,3,8,3,5,0,3,0,11,64,4,0,0,0,0,0
575450,23,1185,1,0,0,0,0,0,1,0,0,0,1,5,3,0,0,2,5,92,33,1,0,0,4,0
556502,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,379,13,214,1120,187,1,1,1,1,0
342284,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,20,2,27,1700,577,1,0,2,0,0
155418,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,103,10,230,532,122,0,0,1,1,1
126228,0,0,0,0,0,0,0,0,41,1,1,1,3,9,2,427,261,4390,13,1,0,2,0,2,1,1
342374,2,0,0,3,1,0,0,1,70,6,3,3,18,107,31,3731,308,8498,20,4,1,3,2,6,3,2
517810,0,0,0,1,0,0,0,0,7,0,0,0,0,3,2,120,49,1244,1,0,0,0,0,0,0,0
105115,0,1,0,0,0,0,0,0,23,3,0,0,4,3,0,58,55,1890,3,1,0,1,0,0,0,0
263960,0,5,0,0,1,0,0,0,0,0,1,0,5,1,1,3,24,5,31,642,353,1,1,3,1,2
72638,3,10,10,0,0,1,0,1,2,0,1,0,11,18,12,9,17,30,94,618,496,1,0,4,3,0
275872,4,21,0,0,1,0,1,1,1,1,0,0,2,1,1,7,20,8,92,1029,479,2,0,5,1,1
156200,0,1,1,0,0,0,2,0,3,1,3,1,2,2,0,1,17,6,231,3173,1252,4,0,15,0,0
566137,1,0,0,0,0,0,0,3,7,3,1,0,1,5,3,0,23,21,490,5732,2816,6,1,22,0,0
273520,3,1,1,1,1,0,4,5,8,8,8,1,4,4,7,3,115,32,751,12776,6613,22,3,63,6,8
264798,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,22,8,31,1521,942,4,3,11,1,1
538297,1,1,0,0,0,0,3,1,1,2,1,1,4,1,1,1,7,6,56,4161,1235,2,0,14,1,0
546867,1,0,0,0,0,0,0,0,17,2,1,2,6,45,10,1315,151,1940,13,172,161,1,0,4,0,0
277870,0,0,0,0,0,0,0,0,2,0,1,0,4,6,8,0,2,15,443,477,265,2,0,2,0,0
250082,2,5,0,0,2,1,6,6,12,7,13,6,7,4,19,3,95,42,293,21689,6143,24,4,84,5,3
272596,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,5,1,77,2821,1437,5,0,12,2,0
530809,0,0,0,0,1,0,0,0,1,2,0,0,4,2,2,0,4,3,113,1124,441,2,0,3,1,0
353756,0,0,0,1,0,0,0,1,0,0,2,3,438,469,615,5,2,1,0,3,0,1,0,2,0,0
156986,92,11,0,0,0,0,0,1,0,0,4,30,353,741,296,1,2,0,0,0,0,0,1,0,0,0
155536,282,2,2,0,0,0,0,0,2,0,1,16,348,423,626,5,1,2,1,0,1,1,2,1,1,0
142645,45,167,8,3,3,0,2,3,7,1,24,31,4814,4639,4605,32,6,3,2,8,3,3,19,18,3,2
587540,19,5,0,0,0,0,0,0,2,1,2,4,740,1050,1304,5,1,0,0,1,0,0,0,3,1,0
244867,7,7,2,3,1,1,0,1,20,13,50,66,10766,10450,12106,48,16,12,0,8,5,2,24,43,5,4
248771,87,26,973,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0
313985,2308,1464,4749,1,1,3,78,30,0,1,1,1,7,11,5,0,1,1,3,13,5,2,0,9,5,14
75633,1235,169,64,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,5,1,0
581900,190,644,155,1,1,0,0,0,2,3,5,10,682,1366,1264,9,2,1,0,2,1,0,2,4,2,0
332476,164,452,2,0,1,0,0,6,2,1,3,3,145,446,449,5,0,0,0,2,2,1,1,4,1,0
154435,14,77,46,0,0,0,0,0,3,1,31,16,992,1614,1514,4,1,1,0,0,2,1,3,5,0,0
332574,0,0,0,0,0,0,1,0,0,1,7,2,387,429,266,3,0,0,0,0,1,0,1,0,0,0
593006,372,1440,3,1,0,0,0,0,1,0,9,0,7,9,14,0,0,0,0,2,0,0,0,2,1,0
84768,3521,3964,151,3,3,3,71,0,0,0,3,8,11,77,57,0,2,2,0,6,1,2,0,22,6,0
511463,59,1009,6,0,1,0,0,0,3,8,391,76,76,654,254,3,0,1,1,0,0,0,1,3,0,0
544749,8246,129,2,4,3,0,2,0,4,0,0,1,14,7,5,2,2,2,0,1,6,1,1,47,2,3
156500,1156,1470,3,0,1,0,20,0,1,0,0,1,16,16,46,0,0,0,0,2,0,1,2,5,6,1
509622,2830,9046,70,4,2,4,5,0,1,1,0,2,7,24,43,1,0,4,0,2,2,4,2,20,18,1
366851,1787,488,11,2,2,0,0,0,1,0,1,0,1,5,16,0,1,1,0,0,2,1,0,10,0,3
27669,12801,3702,252,1,1,3,7,11,2,2,2,2,12,20,9,0,3,3,0,3,4,3,2,52,14,3
153003,601,1752,1,3,1,1,4,0,2,0,1,0,9,8,14,0,0,0,0,0,0,0,0,2,3,1
215516,419,2583,3,0,0,0,16,0,0,0,0,1,12,54,45,0,0,1,0,0,1,0,0,3,6,1
560106,216,316,202,0,1,0,13,0,1,1,3,2,221,197,340,2,1,0,0,0,1,1,1,3,2,0
564301,2118,125,1,1,1,0,150,17,0,1,4,3,110,306,245,2,1,0,0,1,1,2,0,15,1,0
47916,22598,2279,12,5,11,4,116,1,2,0,8,3,49,58,51,1,3,2,2,4,4,4,3,127,12,2
258787,33,20,11,0,0,0,0,0,0,0,2,0,1,0,1,0,10,0,20,514,455,1,0,5,0,0
589587,0,3,4,0,0,0,1,1,2,3,1,0,0,3,4,0,5,134,405,2207,811,1,0,5,0,1
146366,0,0,0,0,0,0,0,1,0,0,0,0,3,5,3,1,5,3,19,807,391,3,1,1,1,1
515916,15,58,0,0,0,0,0,1,1,1,0,0,5,1,6,3,124,14,99,408,259,1,0,5,1,0
257849,0,0,1,0,0,1,1,1,4,4,4,0,3,2,1,1,10,10,184,2221,978,2,0,11,0,2
347251,0,0,0,0,0,1,0,0,12,0,0,0,3,1,0,3,26,1910,1,0,0,0,0,0,0,0
137174,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,3,11,167,181,516,129,0,0,1,0,0
146458,7,3,0,0,0,0,0,0,0,1,0,1,0,1,1,1,7,2,127,949,386,2,1,0,1,0
336977,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,12,2,88,1064,409,1,0,7,0,1
338034,0,0,0,0,0,0,0,0,0,2,1,2,95,374,506,3,1,0,0,7,17,0,0,2,0,0
83068,1327,300,145,0,0,3,0,0,1,0,0,0,16,79,72,0,0,0,1,17,3,0,0,4,0,1
527507,2,2,0,1,2,1,1,3,6,3,9,1,3,3,8,3,30,10,313,21302,8396,14,5,54,1,2
166871,0,1,1,0,0,0,1,1,3,1,4,0,2,7,1,1,5,1,86,1421,540,3,0,6,1,1
331064,0,0,0,0,0,0,0,0,2,0,1,0,1,3,1,2,9,20,112,914,266,3,0,1,0,1
7606,0,1,0,1,1,1,1,0,2,3,16,18,1132,3810,4307,30,5,2,1,46,9,0,9,12,0,0
7598,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,1,11,561,773,2,0,4,0,0
7621,2,1,0,1,0,0,0,3,0,0,1,0,24,82,83,0,17,10,31,1337,1528,6,1,18,0,1
114044,2,1,1,2,1,1,2,1,5,5,34,14,484,2331,3006,23,90,183,281,9542,1253,4,3,14,4,3
346479,0,1,0,0,0,0,0,0,2,1,6,41,368,1232,1159,12,6,43,3,66,24,1,2,5,0,0
581393,1,0,0,0,0,0,0,0,4,0,0,0,1,2,1,106,43,245,28,331,274,0,0,5,0,0
354483,2,0,0,0,0,0,0,0,1,1,3,6,146,749,803,8,0,1,4,4,6,0,0,0,0,0
7649,0,0,0,0,0,0,0,0,1,0,2,1,79,335,376,2,1,2,25,340,6,0,0,0,0,0
316871,0,0,0,0,0,0,1,1,1,0,2,0,4,1,0,2,26,14,154,1029,681,1,0,3,0,1
107140,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,3,43,1064,596,2,0,4,0,0
511925,0,0,0,0,0,0,0,1,2,4,2,3,340,1592,868,8,2,3,0,1,0,1,2,4,1,0
350596,0,0,0,0,0,0,0,0,0,0,0,6,123,491,440,4,0,0,0,0,0,0,0,0,1,0
182827,3061,107,1,2,1,0,0,0,0,0,1,84,10,6,2,0,0,1,0,1,1,0,0,9,2,0
571774,170,874,0,0,0,0,5,0,0,0,5,0,2,2,12,0,0,0,0,3,0,0,0,2,5,0
76350,58,20,4,0,0,29,896,13,1,2,11,0,1,0,0,0,1,0,0,1,2,0,0,254,195,223
245102,161,329,54,1,0,29,644,39,3,5,266,2,17,11,1,0,0,0,2,3,4,2,1,178,129,152
559836,174,533,874,0,0,15,36,5,1,10,501,1,0,1,2,0,0,1,0,3,0,1,0,2,2,0
253894,1,0,0,0,3,4,5,15,0,28,1421,3,283,41,50,1,2,0,1,1,0,0,1,0,1,3
254119,0,17,3,0,0,0,1,1,7,53,4534,3,58,48,20,0,2,1,1,0,0,0,0,2,0,1
333628,317,1158,604,0,0,37,32,1,0,1,72,0,0,0,1,1,0,1,0,4,3,0,0,3,5,2
297307,0,31,4,0,0,0,2100,7,3,0,4,1,3,19,13,0,1,2,0,0,0,1,0,1,3,0
105946,0,1,3,0,1,1,105,1,7,133,11183,7,2056,267,344,1,3,2,1,1,1,0,6,6,0,6
239403,323,1936,5,0,0,3,38,2,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1,6,0
139166,121,1135,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,3,0
222534,1077,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,7,0,0
278696,512,1336,4,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,5,2,0
143746,0,4,0,0,1,0,1,0,1,0,152,760,20,9,8,0,50,9,0,0,0,0,0,1,1,0
232066,0,0,0,0,0,0,0,0,7,0,0,0,2,9,5,388,98,510,2,0,0,0,1,0,0,1
325911,0,0,0,1,0,1,0,1,38,2,2,0,7,10,0,287,440,5498,12,0,0,1,1,0,0,0
228764,13,10,6,13,31,8,17,21,316,41,38,54,317,1591,355,50994,3269,28192,60,17,19,34,22,68,22,30
116334,6,1,0,1,4,0,1,5,99,14,6,7,46,157,55,6146,285,7889,14,5,3,2,6,10,3,2
560655,0,0,2,0,2,1,1,1,5,41,4371,6805,47,17,29,1,1,2,2,0,2,1,2,3,0,2
333113,0,0,0,0,0,0,1,1,31,1,2,4,16,68,15,2794,705,2837,8,0,3,2,3,7,1,1
234504,0,1,1,0,1,0,0,2,2,1,1,0,1,11,8,611,104,492,0,0,0,0,0,0,0,0
349307,0,0,0,1,0,0,0,1,10,1,1,0,13,34,4,1678,396,1122,5,2,2,0,0,1,1,0
236718,2,2,1,5,3,1,1,3,51,7,10,4,53,186,39,7817,3679,5518,11,7,1,2,3,10,4,9
233274,0,0,1,1,0,0,0,0,10,0,2,0,2,17,0,648,39,1905,1,1,0,0,0,0,0,1
68974,2,0,1,4,0,0,1,0,185,19,5,1,25,46,9,888,477,23890,40,10,3,5,4,8,0,2
254127,11,9,4,0,0,0,1,0,7,1,17,834,50,5,14,5,439,127,0,8,1,0,1,2,0,1
17261,728,344,0,0,1,0,12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0
283372,33,1258,2,0,0,0,16,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,7,1
199327,81,312,137,0,0,29,33,43,1,0,2,6,136,171,105,115,352,3,1,0,0,0,0,0,1,0
275257,64,161,41,0,0,22,368,13,1,2,4,4,30,27,18,13,252,3,0,1,1,0,1,1,1,0
240591,186,2144,3,0,0,18,29,2,1,0,1,3,258,919,1037,7,1,2,0,6,2,0,0,5,6,0
144079,43,764,14,0,0,1,1,0,0,0,0,0,5,32,23,0,0,0,1,94,60,0,0,2,3,0
320821,1,1,0,0,0,0,1,0,46,8,1,0,3,19,3,335,285,9907,13,1,2,0,0,2,2,4
132474,1,0,0,0,0,0,1,0,12,3,1,0,86,10,0,253,9236,657,3,2,0,1,1,1,0,0
228302,1,1,0,0,1,0,0,0,23,7,0,2,68,9,4,351,10335,2973,5,2,3,0,1,5,0,3
355188,142,1065,5,0,0,3,3,0,0,1,1,6,7,1,7,0,0,0,0,0,0,0,0,2,0,0
175383,319,1814,138,0,0,36,17,8,0,0,4,4,173,191,168,1,0,1,0,1,0,1,1,2,4,1
209096,725,1206,430,0,0,3,5,3,2,1,0,0,6,8,4,0,0,0,1,4,2,1,1,1,3,1
574090,98,1012,10,0,0,0,0,0,0,0,0,1,9,25,47,0,0,0,0,0,1,0,0,1,2,0
330207,1,4,3,0,1,0,0,0,2,18,1975,430,3,3,6,0,0,1,0,0,0,1,0,1,0,2
573135,14062,14173,50,5,7,52,153,28,3,2,6,12,195,421,419,3,152,29,0,2,6,3,2,47,25,2
100954,4922,4778,19,3,1,24,64,12,6,2,1,5,72,157,152,1,38,17,0,2,3,1,1,15,16,1
166851,69,387,104,0,0,0,35,0,0,1,0,3,162,361,333,2,3,0,0,0,0,0,0,0,2,0
136238,125,768,45,0,1,0,3,0,0,0,0,0,7,54,83,0,0,0,0,0,3,0,0,1,2,1
70100,2011,1586,568,0,1,3,28,0,0,1,1,2,225,283,217,2,0,0,0,2,1,1,1,5,3,1
112955,1126,1520,20,2,0,0,0,0,2,1,95,2,69,194,196,3,0,1,1,0,1,1,2,6,3,2
76270,727,3179,126,2,0,4,12,1,1,0,0,3,83,184,171,1,0,2,0,1,1,0,2,3,7,0
308892,3135,1636,307,2,0,0,14,2,2,0,10,7,205,310,350,6,1,1,0,1,3,0,1,18,5,4
97561,1407,2069,687,4,0,7,2,1,0,1,0,1,40,70,78,0,3,0,1,0,1,0,0,2,6,1
566886,4941,2235,168,1,2,0,38,5,1,0,1,3,30,128,118,1,1,1,0,0,3,0,1,11,7,1
265043,1818,4477,27,0,2,2,10,4,2,1,0,1,7,19,29,1,1,1,0,4,5,2,1,7,13,0
152124,643,2756,41,1,0,2,13,9,2,0,1,0,40,82,95,0,0,0,0,4,1,2,0,3,7,1
63879,279,211,115,1,1,1,139,0,3,1,0,1,190,303,190,0,0,0,1,0,0,0,0,4,2,0
319033,4,143,1510,0,1,3,17,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,5
247879,77,194,1682,0,0,1,3,3,2,1,52,0,1,0,1,0,0,0,0,0,0,1,1,0,2,8
169423,7,79,1373,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
66234,21,64,2624,0,0,17,26,2,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,2
538266,14,55,3088,0,1,19,284,62,1,0,2,0,0,0,0,0,0,0,2,6,4,0,0,0,1,10
335585,0,104,1130,0,0,82,306,42,0,0,0,281,1,2,2,0,1,0,0,0,0,0,0,1,0,4
579710,3,46,54,0,0,112,1119,25,3,1,0,127,2,2,3,6,143,2,0,0,0,0,1,1,0,0
102764,6,41,2576,0,0,20,32,15,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,6
256447,7,42,2498,0,1,10,7,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2
583653,0,22,210,0,0,11,1102,7,1,2,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0
19989,0,72,20,0,0,7,37,0,1,3,87,799,665,946,906,6,1,0,0,1,2,0,0,2,0,0
4760,22,10,12,0,0,0,40,0,0,0,6,0,242,376,333,2,0,1,0,8,5,0,0,2,0,0
156044,179,614,116,0,0,0,8,1,0,1,1,4,70,239,320,1,0,0,0,0,0,0,0,1,2,0
161177,59,103,40,0,0,0,256,0,4,3,32,10,1046,1416,1456,9,1,2,0,39,20,1,3,5,2,0
513254,19,89,105,0,0,0,2,2,1,4,364,72,773,395,324,3,2,1,0,2,1,0,1,1,1,1
142726,7,134,13,0,0,0,28,3,0,2,24,15,735,1108,1074,4,1,0,0,0,0,0,2,2,0,1
155413,2080,1349,4,0,1,0,27,3,0,0,0,2,27,52,70,2,0,0,1,7,3,0,2,9,1,0
152480,31,53,70,0,1,1,0,0,0,0,4,5,469,1085,929,3,1,0,0,0,0,0,2,2,0,0
262760,4,19,2,0,1,0,1,0,1,0,2,6,648,771,800,3,1,2,1,3,2,0,2,1,0,1
240757,551,2157,6,1,1,1,11,1,0,0,1,0,80,177,170,2,0,0,0,1,0,0,0,1,8,0
144964,5,331,0,0,0,0,0,0,0,0,0,2,205,378,274,1,0,2,0,16,3,0,0,2,0,0
248682,0,4,0,0,0,0,0,0,2,0,2,0,402,506,389,1,1,1,0,1,0,0,3,0,0,0
34344,4,79,34,0,0,0,34,0,2,1,2,4,294,470,345,3,1,1,0,1,0,0,1,4,1,2
573659,2,2,2,0,0,0,0,0,1,2,4,3,972,1415,1080,9,2,0,0,1,0,1,4,6,1,0
198749,3,22,0,0,0,0,1,0,0,0,3,3,657,929,872,9,0,1,0,0,0,0,2,4,0,0
583294,104,595,3,1,1,0,13,0,0,1,1,2,321,211,185,2,0,0,6,136,18,0,0,1,0,0
136944,86,353,1,0,0,0,0,0,0,0,0,2,222,545,542,5,0,0,0,0,1,0,0,2,0,0
573041,66,510,0,1,0,3,1,0,0,1,1,2,137,494,473,3,1,0,3,14,1,0,0,3,3,0
525648,38,427,4,2,1,0,0,0,3,15,538,372,3556,2963,2644,24,8,1,0,10,1,0,8,13,1,0
553131,0,1,0,2,1,0,0,3,0,0,0,0,5,3,4,1,13,5,43,1742,2086,7,0,19,1,1
165827,2,33,1564,0,0,37,167,40,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7
320764,0,1,0,0,1,0,1,0,13,1,1,1,3,23,9,447,73,803,6,9,4,0,0,1,0,0
75890,2,0,1,0,2,1,0,1,33,7,3,1,13,74,15,2421,256,4131,4,3,1,3,0,3,0,3
544367,3,3,3,3,4,1,1,0,10,4,4,1,23,116,47,4475,128,690,2,2,1,1,3,3,2,0
170549,0,0,2,1,0,0,0,0,1,1,2,0,3,14,6,824,39,614,2,0,0,0,1,2,0,0
105613,1,1,6,1,2,1,1,0,13,1,4,4,14,132,42,5461,97,995,1,1,3,6,0,9,3,1
101660,0,0,0,0,0,0,0,0,1,1,0,0,9,2,0,4,1259,63,0,0,0,0,0,1,0,0
251325,0,1,0,0,0,0,0,0,1,0,0,0,15,0,0,5,2104,62,0,3,0,0,0,0,0,0
186153,1,0,0,0,0,0,2,0,4,0,1,0,29,1,0,4,2851,232,1,0,0,0,0,0,0,0
341986,0,0,0,0,0,1,0,1,6,0,0,0,6,43,10,1580,43,273,3,1,0,1,1,2,0,2
334722,4,5,5,6,3,1,7,1,90,8,10,4,323,191,41,6425,38932,8324,15,15,3,3,4,17,9,9
534609,12,11,9,9,10,4,64,8,185,38,32,17,1134,336,110,10712,148400,15722,52,24,20,17,16,47,26,11
346324,0,0,0,0,1,0,1,0,17,0,0,0,19,3,0,61,2692,1814,6,1,0,0,0,2,0,1
153572,0,0,0,0,0,0,8,0,9,1,0,1,27,2,0,12,3322,1007,34,92,51,0,1,0,1,1
347949,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,4,1107,10,1,0,0,0,0,0,0,0
152417,1,0,0,0,0,0,1,0,67,7,3,0,13,17,5,361,946,8598,16,2,0,2,0,1,0,3
333269,0,0,0,0,1,0,0,0,1,1,0,0,11,1,1,43,925,20,0,0,0,0,0,0,0,0
140817,0,0,0,0,0,1,0,0,46,4,0,1,8,10,5,303,801,4821,10,1,1,0,0,3,0,0
159563,0,0,0,0,0,0,1,1,1,0,1,0,52,1,2,0,6911,15,1,1,0,0,0,2,2,0
219093,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,1070,9,0,0,0,0,0,0,0,0
133856,0,3,3,3,4,6,7,6,102,11,6,8,137,211,106,7225,10257,12269,31,12,4,8,2,10,6,7
574171,0,0,0,0,0,0,0,0,2,0,0,0,10,2,0,63,920,55,1,0,0,0,0,0,0,0
5771,0,1,2,0,0,60,99,241,1,0,23,40,1147,1138,1148,5,7,1,0,8,1,0,4,3,0,0
44012,2,0,5,0,0,75,1380,155,7,1,86,22,1637,1043,814,4,2,0,1,2,1,0,3,6,1,1
98295,1,0,1,0,0,1,15,0,1,9,820,675,965,621,627,3,2,5,1,2,1,1,0,2,0,0
591092,0,0,0,0,0,0,0,0,1,19,1119,0,3,4,7,0,0,0,0,0,0,0,0,1,0,2
151324,0,1,0,0,1,0,3281,15,5,5,2,1,3,2,1,1,7,1,0,5,4,0,0,2,0,1
230022,0,1,0,1,0,0,0,0,11,2,0,0,3,2,1,90,14,1245,1,1,0,1,0,0,0,0
265854,8,12,1083,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
269733,31,36,2608,0,0,0,2,0,0,0,1,0,0,0,3,0,2,0,5,0,0,0,0,0,1,9
111797,0,0,0,0,0,0,0,0,0,10,582,1012,6,5,7,0,0,1,0,0,0,0,0,1,0,0
211469,381,929,0,0,0,1,0,0,0,1,5,1,22,80,51,1,0,0,0,0,0,0,1,1,1,0
519257,441,951,129,0,1,0,262,1,2,0,2,906,760,947,1037,7,3,1,0,2,1,0,1,10,2,3
514038,2,1,0,0,1,0,5,0,19,3,1,2,56,21,10,645,6469,2390,8,4,1,0,2,4,2,1
573162,12,40,2085,1,0,0,25,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,4
